freq,temp,util,power
1200000.00,81634.45,48.43,4.63
1200000.00,81605.85,48.34,4.63
1200000.00,81386.02,47.66,4.63
1200000.00,81227.45,47.17,4.63
1200000.00,81071.85,46.86,4.70
1200000.00,80882.57,46.83,4.70
1200000.00,80750.70,46.80,4.70
1200000.00,80621.66,46.78,4.70
1200000.00,80592.00,47.16,4.63
1200000.00,80592.00,48.33,4.63
1200000.00,80592.00,49.12,4.63
1200000.00,80592.00,48.69,4.63
1200000.00,80592.00,46.20,4.46
1200000.00,80592.00,44.75,4.46
1200000.00,80645.95,44.60,4.46
1200000.00,80856.38,45.91,4.46
1200000.00,81066.85,47.23,4.44
1200000.00,81086.56,47.56,4.44
1200000.00,80898.68,47.30,4.44
1200000.00,80754.64,47.10,4.44
1200000.00,80592.00,46.90,4.53
1200000.00,80592.00,47.14,4.53
1200000.00,80592.00,47.37,4.53
1200000.00,80592.00,47.59,4.53
1200000.00,80592.00,47.30,4.53
1200000.00,80592.00,46.31,4.53
1200000.00,80558.30,46.08,4.53
1200000.00,80369.35,46.34,4.53
1200000.00,80215.03,46.55,4.70
1200000.00,80061.92,46.76,4.70
1200000.00,80128.76,47.01,4.70
1200000.00,80356.27,47.71,4.70
1200000.00,80552.84,48.32,4.83
1200000.00,80532.20,48.16,4.83
1200000.00,80317.26,47.14,4.83
1200000.00,80160.92,46.41,4.83
1200000.00,80054.00,45.90,4.81
1200000.00,80054.00,45.90,4.81
1200000.00,80054.00,45.90,4.81
1200000.00,80054.00,45.90,4.81
1200000.00,80054.00,45.90,4.70
1200000.00,80054.00,45.90,4.70
1200000.00,80054.00,45.95,4.70
1200000.00,80054.00,46.32,4.70
1200000.00,80054.00,46.62,4.58
1200000.00,80054.00,46.85,4.58
1200000.00,80054.00,46.53,4.58
1200000.00,80054.00,46.25,4.58
1200000.00,80054.00,45.91,4.76
1200000.00,80054.00,46.16,4.76
1200000.00,80054.00,46.40,4.76
1200000.00,80054.00,46.64,4.76
1200000.00,79989.86,46.77,4.75
1200000.00,79761.14,46.77,4.75
1200000.00,79529.94,46.77,4.75
1200000.00,79613.24,47.96,4.75
1200000.00,79864.53,51.02,4.70
1200000.00,80017.74,52.89,4.70
1200000.00,80054.00,55.19,4.70
1200000.00,80054.00,61.98,4.70
1200000.00,80054.00,66.93,4.93
1200000.00,80054.00,70.42,4.93
1200000.00,80054.00,71.21,4.93
1200000.00,80054.00,71.89,4.93
1200000.00,80054.00,72.71,5.37
1200000.00,80054.00,72.02,5.37
1200000.00,80054.00,71.34,5.37
1200000.00,80054.00,70.65,5.37
1200000.00,79992.26,70.33,5.30
1200000.00,79702.64,70.43,5.30
1200000.00,79555.24,70.48,5.30
1200000.00,79575.68,70.54,5.30
1200000.00,79796.19,70.74,5.20
1200000.00,79955.67,70.88,5.20
1200000.00,80084.14,71.07,5.20
1200000.00,80267.82,71.67,5.20
1200000.00,80425.19,72.18,5.12
1200000.00,80574.54,72.67,5.12
1200000.00,80526.11,72.31,5.12
1200000.00,80311.72,70.97,5.12
1200000.00,80099.65,69.64,5.27
1200000.00,80107.01,69.35,5.27
1200000.00,80306.52,69.35,5.27
1200000.00,80455.45,69.35,5.27
1200000.00,80592.00,69.94,5.28
1200000.00,80592.00,71.93,5.28
1200000.00,80592.00,73.34,5.28
1200000.00,80592.00,73.98,5.28
1200000.00,80592.00,72.32,5.27
1200000.00,80592.00,70.95,5.27
1200000.00,80592.00,69.57,5.27
1200000.00,80527.47,69.63,5.27
1200000.00,80279.12,70.68,4.88
1200000.00,80128.09,71.33,4.88
1200000.00,80093.47,71.70,4.88
1200000.00,80286.71,72.00,4.88
1200000.00,80489.69,72.31,4.77
1200000.00,80540.14,72.37,4.77
1200000.00,80150.58,71.65,4.77
1200000.00,79714.09,70.85,4.77
1200000.00,79543.80,70.48,4.82
1200000.00,79724.40,70.42,4.82
1200000.00,79877.93,70.37,4.82
1200000.00,80031.80,70.32,4.82
1200000.00,80128.20,70.44,4.98
1200000.00,80356.04,70.82,4.98
1200000.00,80509.28,71.07,4.98
1200000.00,80556.59,71.34,4.98
1200000.00,80314.41,72.20,5.53
1200000.00,80161.75,72.75,5.53
1200000.00,80076.27,73.02,5.53
1200000.00,80249.24,72.11,5.53
1200000.00,80448.06,71.07,5.47
1200000.00,80592.00,70.33,5.47
1200000.00,80592.00,71.29,5.47
1200000.00,80592.00,71.85,5.47
1200000.00,80592.00,72.30,5.33
1200000.00,80592.00,72.23,5.33
1200000.00,80592.00,72.16,5.33
1200000.00,80592.00,72.09,5.33
1200000.00,80592.00,71.84,5.27
1200000.00,80592.00,70.91,5.27
1200000.00,80592.00,70.22,5.27
1200000.00,80592.00,69.52,5.27
1200000.00,80592.00,70.09,5.25
1200000.00,80592.00,72.18,5.25
1200000.00,80592.00,73.53,5.25
1200000.00,80648.49,73.52,5.25
1200000.00,80953.29,71.78,5.16
1200000.00,81126.82,70.79,5.16
1200000.00,81055.31,71.15,5.16
1200000.00,80831.40,72.30,5.16
1200000.00,80679.44,73.08,5.20
1200000.00,80592.00,73.39,5.20
1200000.00,80592.00,72.58,5.20
1200000.00,80592.00,71.90,5.20
1200000.00,80592.00,71.07,5.17
1200000.00,80592.00,71.80,5.17
1200000.00,80592.00,76.49,5.17
1200000.00,80592.00,80.13,5.17
1200000.00,80592.00,85.06,5.18
1200000.00,80592.00,87.93,5.18
1200000.00,80592.00,88.85,5.18
1200000.00,80592.00,89.72,5.18
1200000.00,80592.00,90.82,5.76
1200000.00,80641.91,91.58,5.76
1200000.00,80916.84,92.83,5.76
1200000.00,81144.51,93.87,5.76
1200000.00,81431.56,95.18,5.73
1200000.00,81658.53,96.21,5.73
1200000.00,81668.00,96.64,5.73
1200000.00,81668.00,97.87,5.73
1200000.00,81668.00,98.94,5.63
1200000.00,81668.00,99.76,5.63
1200000.00,81668.00,100.00,5.63
1200000.00,81668.00,100.00,5.63
1200000.00,81668.00,100.00,5.71
1200000.00,81668.00,100.00,5.71
1200000.00,81668.00,100.00,5.71
1200000.00,81668.00,100.00,5.71
1200000.00,81668.00,100.00,5.55
1200000.00,81668.00,100.00,5.55
1200000.00,81668.00,100.00,5.55
1200000.00,81668.00,100.00,5.55
1200000.00,81668.00,100.00,5.57
1200000.00,81668.00,100.00,5.57
1200000.00,81668.00,100.00,5.57
1200000.00,81668.00,100.00,5.57
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.59
1200000.00,81668.00,100.00,5.69
1200000.00,81668.00,100.00,5.69
1200000.00,81668.00,100.00,5.69
1200000.00,81668.00,100.00,5.69
1200000.00,81668.00,98.72,5.56
1200000.00,81668.00,93.52,5.56
1200000.00,81668.00,89.58,5.56
1200000.00,81668.00,85.66,5.56
1200000.00,81668.00,83.89,4.82
1200000.00,81668.00,84.52,4.82
1200000.00,81668.00,84.96,4.82
1200000.00,81668.00,85.41,4.82
1200000.00,81668.00,88.79,4.93
1200000.00,81668.00,94.89,4.93
1200000.00,81668.00,97.93,4.93
1200000.00,81668.00,100.00,4.93
1200000.00,81668.00,100.00,4.93
1200000.00,81668.00,100.00,4.93
1200000.00,81668.00,100.00,4.93
1200000.00,81665.93,100.00,4.95
1200000.00,81539.06,100.00,4.95
1200000.00,81411.90,100.00,4.95
1200000.00,81285.09,100.00,4.95
1200000.00,81137.57,99.86,4.93
1200000.00,81255.50,97.70,4.93
1200000.00,81365.66,95.67,4.93
1200000.00,81477.69,93.62,4.93
1200000.00,81623.29,90.94,5.83
1200000.00,81668.00,90.76,5.83
1200000.00,81668.00,93.60,5.83
1200000.00,81668.00,95.82,5.83
1200000.00,81668.00,98.67,6.06
1200000.00,81690.80,100.00,6.06
1200000.00,81830.88,100.00,6.06
1200000.00,81948.24,100.00,6.06
1200000.00,82103.83,100.00,6.08
1200000.00,82199.05,99.91,6.08
1200000.00,82082.49,98.34,6.08
1200000.00,81972.80,96.87,6.08
1200000.00,81824.72,94.88,5.75
1200000.00,81715.24,93.41,5.75
1200000.00,81698.31,93.18,5.75
1200000.00,81886.08,95.70,5.75
1200000.00,81995.16,97.17,5.61
1200000.00,82105.59,98.65,5.61
1200000.00,82206.00,100.00,5.61
1200000.00,82206.00,100.00,5.61
1200000.00,82206.00,100.00,5.58
1200000.00,82206.00,100.00,5.58
1200000.00,82206.00,100.00,5.58
1200000.00,82206.00,99.88,5.58
1200000.00,82206.00,99.43,5.57
1200000.00,82206.00,99.19,5.57
1200000.00,82206.00,98.95,5.57
1200000.00,82206.00,99.01,5.57
1200000.00,82206.00,99.43,5.55
1200000.00,82206.00,99.66,5.55
1200000.00,82218.60,100.00,5.55
1200000.00,82343.76,100.00,5.55
1200000.00,82457.45,100.00,5.51
1200000.00,82572.49,100.00,5.51
1200000.00,82685.65,100.00,5.51
1200000.00,82715.03,100.00,5.51
1200000.00,82565.85,100.00,5.55
1200000.00,82448.04,100.00,5.55
1200000.00,82330.07,100.00,5.55
1200000.00,82212.24,100.00,5.55
1200000.00,82279.66,100.00,5.55
1200000.00,82466.45,100.00,5.55
1200000.00,82577.09,100.00,5.55
1200000.00,82690.26,100.00,5.55
1200000.00,82640.73,99.35,5.22
1200000.00,82229.77,96.74,5.22
1200000.00,81991.50,95.23,5.22
1200000.00,81755.81,93.74,5.22
1200000.00,81727.20,92.88,5.10
1200000.00,81904.68,91.99,5.10
1200000.00,82029.65,91.36,5.10
1200000.00,82148.26,90.77,5.10
1200000.00,82206.00,90.99,4.94
1200000.00,82206.00,93.48,4.94
1200000.00,82206.00,95.46,4.94
1200000.00,82206.00,97.45,4.94
1200000.00,82206.00,99.97,5.30
1200000.00,82206.00,99.74,5.30
1200000.00,82206.00,98.96,5.30
1200000.00,82206.00,98.26,5.30
1200000.00,82206.00,97.46,5.85
1200000.00,82206.00,96.63,5.85
1200000.00,82206.00,96.04,5.85
1200000.00,82206.00,95.45,5.85
1200000.00,82219.48,95.13,5.42
1200000.00,82347.62,96.32,5.42
1200000.00,82462.43,97.38,5.42
1200000.00,82577.02,98.45,5.42
1200000.00,82689.06,99.49,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.48
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.59
1200000.00,82744.00,100.00,5.59
1200000.00,82729.08,100.00,5.59
1200000.00,82598.00,100.00,5.59
1200000.00,82440.96,100.00,5.46
1200000.00,82324.54,100.00,5.46
1200000.00,82208.04,100.00,5.46
1200000.00,82327.71,100.00,5.46
1200000.00,82573.30,100.00,5.39
1200000.00,82696.63,100.00,5.39
1200000.00,82744.00,100.00,5.39
1200000.00,82744.00,100.00,5.39
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82723.17,100.00,5.38
1200000.00,82543.11,100.00,5.44
1200000.00,82422.24,100.00,5.44
1200000.00,82300.46,100.00,5.44
1200000.00,82255.82,100.00,5.44
1200000.00,82427.13,100.00,5.39
1200000.00,82546.35,100.00,5.39
1200000.00,82668.10,100.00,5.39
1200000.00,82744.00,100.00,5.39
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.42
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.38
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.33
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.37
1200000.00,82744.00,100.00,5.47
1200000.00,82744.00,99.84,5.47
1200000.00,82744.00,98.20,5.47
1200000.00,82744.00,96.71,5.47
1200000.00,82744.00,94.71,5.06
1200000.00,82744.00,93.22,5.06
1200000.00,82692.09,93.84,5.06
1200000.00,82534.13,95.84,5.06
1200000.00,82392.51,97.64,4.88
1200000.00,82284.89,99.00,4.88
1200000.00,82248.39,100.00,4.88
1200000.00,82412.04,100.00,4.88
1200000.00,82534.42,100.00,4.81
1200000.00,82655.80,100.00,4.81
1200000.00,82744.00,100.00,4.81
1200000.00,82744.00,100.00,4.81
1200000.00,82744.00,100.00,4.82
1200000.00,82744.00,100.00,4.82
1200000.00,82744.00,100.00,4.82
1200000.00,82697.54,100.00,4.82
1200000.00,82488.82,100.00,4.93
1200000.00,82370.51,100.00,4.93
1200000.00,82252.11,100.00,4.93
1200000.00,82171.67,100.00,4.93
1200000.00,81976.98,100.00,4.96
1200000.00,81783.93,100.00,4.96
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.96
1200000.00,81668.00,100.00,4.91
1200000.00,81668.00,100.00,4.91
1200000.00,81668.00,100.00,4.91
1200000.00,81694.47,100.00,4.91
1200000.00,81837.87,100.00,4.90
1200000.00,81954.64,100.00,4.90
1200000.00,82068.81,100.00,4.90
1200000.00,82185.62,100.00,4.90
1200000.00,82141.03,100.00,4.89
1200000.00,81957.50,100.00,4.89
1200000.00,81839.19,100.00,4.89
1200000.00,81721.15,100.00,4.89
1200000.00,81668.00,99.22,4.95
1200000.00,81668.00,96.03,4.95
1200000.00,81668.00,94.49,4.95
1200000.00,81668.00,92.91,4.95
1200000.00,81709.30,93.41,5.83
1200000.00,81849.14,95.26,5.83
1200000.00,81932.20,96.36,5.83
1200000.00,82015.96,97.48,5.83
1200000.00,82100.28,98.60,6.02
1200000.00,82182.28,99.69,6.02
1200000.00,82206.00,100.00,6.02
1200000.00,82206.00,100.00,6.02
1200000.00,82206.00,100.00,5.97
1200000.00,82213.74,100.00,5.97
1200000.00,82237.77,100.00,5.97
1200000.00,82254.03,100.00,5.97
1200000.00,82275.66,100.00,5.95
1200000.00,82297.54,100.00,5.95
1200000.00,82313.67,100.00,5.95
1200000.00,82329.96,100.00,5.95
1200000.00,82346.62,100.00,5.89
1200000.00,82362.87,100.00,5.89
1200000.00,82379.07,100.00,5.89
1200000.00,82395.31,100.00,5.89
1200000.00,82417.32,100.00,5.96
1200000.00,82433.24,100.00,5.96
1200000.00,82449.50,100.00,5.96
1200000.00,82465.75,100.00,5.96
1200000.00,82487.76,100.00,5.86
1200000.00,82503.67,100.00,5.86
1200000.00,82519.89,100.00,5.86
1200000.00,82536.15,100.00,5.86
1200000.00,82564.00,100.00,5.35
1200000.00,82580.40,100.00,5.35
1200000.00,82596.82,100.00,5.35
1200000.00,82613.10,100.00,5.35
1200000.00,82629.52,100.00,5.43
1200000.00,82645.92,100.00,5.43
1200000.00,82662.29,100.00,5.43
1200000.00,82678.60,100.00,5.43
1200000.00,82700.17,100.00,5.50
1200000.00,82716.48,100.00,5.50
1200000.00,82732.79,100.00,5.50
1200000.00,82744.00,100.00,5.50
1200000.00,82954.04,97.45,5.38
1200000.00,83115.64,100.00,5.38
1200000.00,83282.00,100.00,5.38
1200000.00,83282.00,100.00,5.38
1200000.00,83282.00,100.00,5.38
1200000.00,83282.00,100.00,5.38
1200000.00,83244.81,100.00,5.38
1200000.00,83090.66,100.00,5.40
1200000.00,82978.19,100.00,5.40
1200000.00,82865.68,100.00,5.40
1200000.00,82753.09,100.00,5.40
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.36
1200000.00,82744.00,100.00,5.36
1200000.00,82744.00,100.00,5.36
1200000.00,82744.00,100.00,5.36
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.41
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.35
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.43
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.44
1200000.00,82744.00,100.00,5.39
1200000.00,82834.96,100.00,5.39
1200000.00,83156.75,100.00,5.39
1200000.00,83389.28,100.00,5.39
1200000.00,83697.51,100.00,5.43
1200000.00,83792.75,100.00,5.43
1200000.00,83651.35,100.00,5.43
1200000.00,83536.59,100.00,5.43
1200000.00,83383.94,100.00,5.40
1200000.00,83274.98,100.00,5.40
1200000.00,83150.76,100.00,5.40
1200000.00,83032.22,100.00,5.40
1200000.00,82873.07,100.00,5.41
1200000.00,82752.74,100.00,5.41
1200000.00,82801.02,99.23,5.41
1200000.00,82979.96,96.83,5.41
1200000.00,83146.87,94.59,5.18
1200000.00,83269.93,92.93,5.18
1200000.00,83222.25,89.10,5.18
1200000.00,83031.42,77.39,5.18
1200000.00,82853.61,66.48,4.62
1200000.00,82744.00,59.58,4.62
1200000.00,82744.00,57.25,4.62
1200000.00,82744.00,55.10,4.62
1200000.00,82744.00,50.61,4.50
1200000.00,82744.00,50.29,4.50
1200000.00,82744.00,49.98,4.50
1200000.00,82744.00,49.55,4.50
1200000.00,82744.00,49.32,4.50
1200000.00,82744.00,49.17,4.50
1200000.00,82744.00,49.04,4.50
1200000.00,82744.00,48.86,4.55
1200000.00,82727.87,48.78,4.55
1200000.00,82410.22,49.34,4.55
1200000.00,82109.47,49.88,4.55
1200000.00,81692.88,50.62,4.56
1200000.00,81788.38,50.28,4.56
1200000.00,82176.75,49.04,4.56
1200000.00,82533.92,47.89,4.56
1200000.00,82711.95,47.32,4.54
1200000.00,82416.53,48.27,4.54
1200000.00,82151.63,49.11,4.54
1200000.00,81885.23,49.96,4.54
1200000.00,81703.21,50.56,4.58
1200000.00,81879.40,50.13,4.58
1200000.00,82020.64,49.79,4.58
1200000.00,82158.46,49.45,4.58
1200000.00,82206.00,49.04,4.64
1200000.00,82206.00,48.18,4.64
1200000.00,82206.00,47.63,4.64
1200000.00,82206.00,47.06,4.64
1200000.00,82121.60,47.30,4.57
1200000.00,81912.84,47.88,4.57
1200000.00,81723.05,48.42,4.57
1200000.00,81668.00,48.58,4.57
1200000.00,81668.00,48.59,4.54
1200000.00,81668.00,48.60,4.54
1200000.00,81701.40,48.51,4.54
1200000.00,81874.19,47.98,4.54
1200000.00,82025.85,47.52,4.56
1200000.00,82162.92,47.10,4.56
1200000.00,82145.11,47.24,4.56
1200000.00,81943.93,48.11,4.56
1200000.00,81776.23,48.84,4.62
1200000.00,81651.68,49.27,4.62
1200000.00,81494.22,48.83,4.62
1200000.00,81353.05,48.44,4.62
1200000.00,81151.58,47.89,4.62
1200000.00,81244.65,47.98,4.62
1200000.00,81501.27,48.34,4.62
1200000.00,81643.73,48.54,4.62
1200000.00,81668.00,48.56,4.63
1200000.00,81668.00,48.53,4.63
1200000.00,81668.00,48.50,4.63
1200000.00,81655.48,48.47,4.63
1200000.00,81492.27,48.23,4.81
1200000.00,81342.88,48.01,4.81
1200000.00,81193.00,47.79,4.81
1200000.00,81130.00,47.64,4.81
1200000.00,81130.00,47.35,4.66
1200000.00,81130.00,47.16,4.66
1200000.00,81130.00,46.97,4.66
1200000.00,81130.00,46.98,4.66
1200000.00,81130.00,47.06,4.66
1200000.00,81192.39,47.23,4.66
1200000.00,81398.18,47.79,4.66
1200000.00,81557.99,48.23,4.69
1200000.00,81668.00,48.49,4.69
1200000.00,81668.00,48.06,4.69
1200000.00,81668.00,47.68,4.69
1200000.00,81668.00,47.17,4.68
1200000.00,81614.50,47.35,4.68
1200000.00,81411.23,48.46,4.68
1200000.00,81259.89,49.29,4.68
1200000.00,81097.47,49.96,4.75
1200000.00,80934.26,49.74,4.75
1200000.00,80803.65,49.56,4.75
1200000.00,80666.42,49.38,4.75
1200000.00,80592.00,48.21,4.75
1200000.00,80592.00,45.77,4.75
1200000.00,80618.57,44.71,4.75
1200000.00,80937.25,45.87,4.75
1200000.00,81230.24,46.94,4.67
1200000.00,81521.57,48.00,4.67
1200000.00,81593.11,48.42,4.67
1200000.00,81218.25,47.88,4.67
1200000.00,80919.21,47.44,4.60
1200000.00,80619.86,47.01,4.60
1200000.00,80592.00,46.64,4.60
1200000.00,80592.00,45.58,4.60
1200000.00,80592.00,44.67,4.76
1200000.00,80625.13,44.57,4.76
1200000.00,80801.32,46.21,4.76
1200000.00,81029.90,48.34,4.76
1200000.00,81103.86,49.16,4.72
1200000.00,80923.73,48.39,4.72
1200000.00,80770.22,47.73,4.72
1200000.00,80619.89,47.09,4.72
1200000.00,80592.00,46.87,4.74
1200000.00,80592.00,46.55,4.74
1200000.00,80592.00,46.33,4.74
1200000.00,80592.00,46.22,4.74
1200000.00,80592.00,47.16,4.73
1200000.00,80592.00,47.81,4.73
1200000.00,80592.00,48.46,4.73
1200000.00,80592.00,48.44,4.73
1200000.00,80592.00,48.05,4.61
1200000.00,80592.00,47.83,4.61
1200000.00,80592.00,47.75,4.61
1200000.00,80592.00,47.71,4.76
1200000.00,80592.00,47.69,4.76
1200000.00,80592.00,47.69,4.76
1200000.00,80592.00,47.69,4.76
1200000.00,80592.00,47.70,4.79
1200000.00,80592.00,48.10,4.79
1200000.00,80592.00,48.49,4.79
1200000.00,80592.00,48.89,4.79
1200000.00,80592.00,49.15,4.73
1200000.00,80592.00,48.34,4.73
1200000.00,80592.00,47.64,4.73
1200000.00,80592.00,46.97,4.73
1200000.00,80592.00,46.97,4.75
1200000.00,80592.00,46.97,4.75
1200000.00,80592.00,46.97,4.75
1200000.00,80515.77,47.29,4.75
1200000.00,80285.14,48.27,4.62
1200000.00,80131.91,48.92,4.62
1200000.00,80095.67,49.01,4.62
1200000.00,80281.91,47.94,4.62
1200000.00,80445.36,47.00,4.71
1200000.00,80589.09,46.17,4.71
1200000.00,80592.00,46.36,4.71
1200000.00,80592.00,47.00,4.71
1200000.00,80592.00,47.58,4.83
1200000.00,80592.00,47.96,4.83
1200000.00,80592.00,48.81,4.83
1200000.00,80592.00,49.48,4.83
1200000.00,80592.00,49.95,4.78
1200000.00,80592.00,49.52,4.78
1200000.00,80592.00,49.31,4.78
1200000.00,80592.00,49.00,4.78
1200000.00,80592.00,48.03,4.78
1200000.00,80592.00,47.36,4.78
1200000.00,80592.00,46.77,4.78
1200000.00,80592.00,45.97,4.78
1200000.00,80592.00,45.27,4.64
1200000.00,80592.00,44.58,4.64
1200000.00,80592.00,44.34,4.64
1200000.00,80592.00,44.71,4.64
1200000.00,80592.00,45.07,4.72
1200000.00,80592.00,45.35,4.72
1200000.00,80592.00,45.82,4.72
1200000.00,80592.00,46.25,4.72
1200000.00,80592.00,46.84,4.85
1200000.00,80592.00,45.97,4.85
1200000.00,80592.00,45.21,4.85
1200000.00,80592.00,44.46,4.85
1200000.00,80592.00,45.21,4.78
1200000.00,80592.00,47.54,4.78
1200000.00,80592.00,49.10,4.78
1200000.00,80592.00,49.62,4.78
1200000.00,80592.00,47.51,4.77
1200000.00,80592.00,45.78,4.77
1200000.00,80592.00,44.05,4.77
1200000.00,80480.25,44.37,4.77
1200000.00,79956.95,48.20,4.63
1200000.00,79649.57,50.45,4.63
1200000.00,79594.79,50.97,4.63
1200000.00,79959.80,48.84,4.63
1200000.00,80417.54,46.18,4.74
1200000.00,80592.00,45.38,4.74
1200000.00,80592.00,46.81,4.74
1200000.00,80592.00,48.02,4.74
1200000.00,80592.00,49.19,4.80
1200000.00,80592.00,48.62,4.80
1200000.00,80592.00,46.54,4.80
1200000.00,80592.00,45.16,4.80
1200000.00,80592.00,44.78,4.79
1200000.00,80592.00,46.47,4.79
1200000.00,80592.00,47.64,4.79
1200000.00,80592.00,48.48,4.79
1200000.00,80592.00,48.48,4.78
1200000.00,80592.00,48.48,4.78
1200000.00,80592.00,48.48,4.78
1200000.00,80450.73,47.65,4.78
1200000.00,80160.60,45.94,4.66
1200000.00,80054.00,45.41,4.66
1200000.00,80054.00,45.93,4.66
1200000.00,80054.00,46.35,4.66
1200000.00,80054.00,46.76,4.75
1200000.00,80054.00,46.88,4.75
1200000.00,80054.00,46.92,4.75
1200000.00,80054.00,46.95,4.75
1200000.00,80054.00,47.00,4.83
1200000.00,80054.00,47.47,4.83
1200000.00,80054.00,47.91,4.83
1200000.00,80054.00,48.35,4.83
1200000.00,79990.77,48.33,4.81
1200000.00,79717.37,47.49,4.81
1200000.00,79551.72,46.98,4.81
1200000.00,79577.93,46.78,4.81
1200000.00,79796.71,46.44,4.76
1200000.00,79955.61,46.19,4.76
1200000.00,80077.24,46.06,4.76
1200000.00,80220.38,46.26,4.76
1200000.00,80353.69,46.45,4.67
1200000.00,80473.45,46.61,4.67
1200000.00,80592.00,46.78,4.67
1200000.00,80592.00,46.84,4.67
1200000.00,80592.00,46.94,4.81
1200000.00,80553.53,47.08,4.81
1200000.00,80363.87,47.63,4.81
1200000.00,80213.24,48.07,4.81
1200000.00,80079.32,48.53,4.80
1200000.00,80254.42,48.51,4.80
1200000.00,80460.48,48.50,4.80
1200000.00,80582.65,48.52,4.80
1200000.00,80421.25,49.20,4.78
1200000.00,80266.37,49.84,4.78
1200000.00,80113.63,50.48,4.78
1200000.00,80054.00,50.31,4.78
1200000.00,80054.00,48.12,4.67
1200000.00,80054.00,46.76,4.67
1200000.00,80082.10,45.95,4.67
1200000.00,80260.25,46.27,4.67
1200000.00,80458.86,46.63,4.68
1200000.00,80584.99,46.89,4.68
1200000.00,80452.13,47.09,4.68
1200000.00,80325.72,47.28,4.68
1200000.00,80155.45,47.54,4.77
1200000.00,80072.17,47.61,4.77
1200000.00,80390.03,46.11,4.77
1200000.00,80588.58,45.17,4.77
1200000.00,80436.44,45.68,4.79
1200000.00,80286.58,46.19,4.79
1200000.00,80136.43,46.69,4.79
1200000.00,80054.00,46.91,4.79
1200000.00,80054.00,46.59,4.79
1200000.00,80054.00,46.32,4.79
1200000.00,80054.00,46.06,4.79
1200000.00,80054.00,46.24,4.79
1200000.00,80054.00,47.08,4.65
1200000.00,80054.00,47.54,4.65
1200000.00,80054.00,47.91,4.65
1200000.00,80054.00,48.74,4.65
1200000.00,80054.00,49.56,4.76
