L1-dcache-loads,L1-dcache-stores,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,r110,r13C,r1A2,r1C2,power
32903186.31,32742108.80,3838502.41,111888.68,20674.31,32656341.55,131958462.37,81086381.79,92108.66,0.00,0.00,2228.00,3.37
33105867.70,32908049.99,3848914.69,107914.69,22775.02,32609277.65,131869746.16,81293390.32,88101.78,0.00,0.00,2464.59,3.37
33560460.69,33356069.67,3845424.07,104821.61,24070.10,32961573.96,133571060.03,83197037.81,93290.21,0.00,0.00,3039.17,3.38
33863163.55,33654395.50,3843099.75,102762.00,24932.46,33196159.84,134703925.17,84464632.20,96745.06,0.00,0.00,3421.77,3.38
34172446.90,33959206.68,3840724.90,100657.62,25813.57,33435845.42,135861417.82,85759782.98,100275.01,0.00,0.00,3812.69,3.38
34461075.63,34244323.65,3838096.05,98670.67,26619.19,33662934.60,136958098.64,86983562.70,103710.16,0.00,0.00,4179.58,3.38
33671229.58,33543606.26,3795711.52,101332.18,22414.09,33451287.30,135938218.37,85451714.55,111244.18,0.00,0.00,3425.24,3.38
33104973.81,33041248.53,3765325.24,103240.27,19399.37,33299553.30,135207046.66,84353503.27,116645.46,0.00,0.00,2884.44,3.38
32550766.04,32549579.26,3735585.47,105107.77,16448.80,33151047.68,134491431.79,83278658.18,121931.81,0.00,0.00,2355.14,3.38
32027817.09,32090320.69,3708942.10,107014.17,13785.56,33009747.19,133812743.31,82258413.40,126951.30,0.00,0.00,1888.15,3.38
32229640.60,32512885.64,3793619.56,113840.57,21152.42,33002887.52,133894517.39,82336340.92,126654.81,0.00,0.00,3769.26,3.39
32386631.80,32841583.61,3859487.09,119150.58,26882.83,32997551.64,133958126.49,82396957.92,126424.17,0.00,0.00,5232.51,3.39
32543623.00,33170281.57,3925354.62,124460.59,32613.25,32992215.75,134021735.59,82457574.91,126193.54,0.00,0.00,6695.76,3.39
32700614.19,33498979.54,3991222.15,129770.60,38343.66,32986879.86,134085344.69,82518191.91,125962.91,0.00,0.00,8159.00,3.39
32715076.20,33394613.41,3970150.93,127227.76,36403.99,32924723.58,134070831.84,82614089.12,125179.33,0.00,0.00,8153.60,3.41
32713893.04,33038749.16,3898426.53,119230.08,29884.52,32762920.42,134016883.40,82850665.49,123180.28,0.00,0.00,7774.61,3.41
32713160.68,32818474.49,3854030.19,114279.63,25849.06,32662766.67,133983490.12,82997102.73,121942.89,0.00,0.00,7540.02,3.41
32712428.33,32598199.82,3809633.85,109329.19,21813.61,32562612.93,133950096.85,83143539.97,120705.51,0.00,0.00,7305.43,3.41
32609306.45,32476242.13,3783939.39,107946.57,20559.31,32464920.73,133865833.91,83075629.05,120797.75,0.00,0.00,6562.57,3.36
32327118.39,32248667.39,3735019.74,106553.52,19075.16,32245712.50,133651119.60,82818709.88,121649.15,0.00,0.00,4640.74,3.36
32147922.87,32104152.51,3703954.70,105668.90,18132.69,32106510.54,133514771.37,82655560.66,122189.81,0.00,0.00,3420.34,3.36
31968727.35,31959637.64,3672889.67,104784.28,17190.22,31967308.58,133378423.14,82492411.43,122730.48,0.00,0.00,2199.94,3.36
31942846.24,31999684.94,3699924.40,107371.93,16334.36,32041919.37,133259827.61,82265523.86,121551.33,0.00,0.00,1857.78,3.35
31999847.54,32216190.33,3798045.99,115254.75,14619.35,32351342.41,133026334.45,81748243.14,117859.88,0.00,0.00,1781.57,3.35
32036486.61,32355354.78,3861116.19,120321.64,13516.99,32550232.09,132876250.67,81415747.56,115487.11,0.00,0.00,1732.59,3.35
32073125.67,32494519.22,3924186.39,125388.53,12414.62,32749121.76,132726166.90,81083251.98,113114.34,0.00,0.00,1683.60,3.35
32178097.94,32568654.43,3927428.76,124755.18,21190.33,32709436.92,132683671.96,81045551.72,121871.21,0.00,0.00,3892.70,3.35
32455233.85,32664862.14,3881580.54,118438.01,48017.94,32417788.15,132690290.11,81226533.60,149759.29,0.00,0.00,10445.25,3.35
32634424.39,32727068.12,3851935.99,114353.46,65364.14,32229213.89,132694569.28,81343552.85,167791.16,0.00,0.00,14682.00,3.35
32813614.92,32789274.11,3822291.45,110268.91,82710.34,32040639.64,132698848.44,81460572.11,185823.03,0.00,0.00,18918.75,3.35
32776928.52,32861115.63,4367396.39,130386.11,159849.61,31599476.87,135346085.41,82967351.73,209328.60,0.00,0.00,103041.24,3.39
32483309.99,33014843.69,6045354.00,195360.93,375335.89,30458234.56,143343718.39,87402677.87,261993.18,0.00,0.00,353004.14,3.39
32286826.95,33117715.12,7168206.21,238840.65,519534.55,29694540.38,148695557.96,90370700.29,297235.15,0.00,0.00,520273.80,3.39
32086072.55,33222822.88,8315468.26,283265.58,666867.96,28914244.15,154163741.87,93403244.93,333243.26,0.00,0.00,691179.75,3.39
31187878.26,32314035.13,8711645.92,296604.37,711830.95,28246813.71,154545744.17,93901456.87,337228.41,0.00,0.00,764634.79,3.49
28596744.88,29309637.55,8540031.94,283627.31,671087.23,27105003.29,148964367.15,91711708.29,305122.47,0.00,0.00,784724.44,3.49
26824984.24,27255295.84,8422686.03,274753.88,643227.56,26324258.17,145147942.95,90214405.84,283169.14,0.00,0.00,798461.31,3.49
25053223.60,25200954.13,8305340.12,265880.44,615367.90,25543513.05,141331518.75,88717103.40,261215.80,0.00,0.00,812198.18,3.49
24281165.67,24271781.01,8236947.00,259774.40,602580.06,25116403.09,139268422.28,87986953.64,247746.15,0.00,0.00,818870.61,3.37
24587789.54,24514313.50,8199860.98,253862.99,605247.30,24962552.20,138598493.37,87987723.96,238564.93,0.00,0.00,818776.18,3.37
24806871.03,24687601.97,8173363.16,249639.31,607153.03,24852626.36,138119831.91,87988274.35,232004.99,0.00,0.00,818708.72,3.37
25021291.22,24857203.46,8147429.13,245505.49,609018.22,24745039.37,137651354.74,87988813.03,225584.62,0.00,0.00,818642.69,3.37
25406637.10,25062626.30,8132414.19,243994.63,617382.86,24643345.44,137368973.88,89028166.10,226009.71,0.00,0.00,825647.75,3.37
26360455.37,25469499.78,8127546.29,246305.21,643211.73,24485331.59,137242047.72,92662356.37,239292.36,0.00,0.00,850269.57,3.37
27026755.86,25753725.82,8124145.77,247919.29,661254.78,24374949.24,137153382.02,95201060.89,248571.10,0.00,0.00,867469.41,3.37
27707863.02,26044268.01,8120669.67,249569.24,679698.78,24262113.94,137062745.97,97796181.07,258056.03,0.00,0.00,885051.48,3.37
27802801.86,26053531.71,8108505.18,251713.03,683713.68,24276281.74,137221218.12,98462475.28,263217.72,0.00,0.00,889738.39,3.41
26562033.99,25408460.93,8071537.95,255802.14,655467.57,24592661.72,138020647.42,94864030.82,260173.09,0.00,0.00,865999.12,3.41
25655960.27,24937396.43,8044542.54,258788.22,634840.78,24823698.97,138604432.58,92236258.07,257949.75,0.00,0.00,848663.46,3.41
24749886.54,24466331.94,8017547.13,261774.31,614213.99,25054736.22,139188217.75,89608485.32,255726.40,0.00,0.00,831327.81,3.41
24216762.16,24224832.90,8012181.38,262205.23,600833.29,25174577.80,139444102.63,87859371.61,252329.55,0.00,0.00,819643.37,3.37
24517488.73,24525643.46,8063738.93,255843.66,602640.73,25032698.72,138895533.73,87909553.11,244608.48,0.00,0.00,819385.68,3.37
24743961.14,24752179.12,8102566.11,251052.86,604001.88,24925851.83,138482415.19,87947344.01,238793.87,0.00,0.00,819191.62,3.37
24975356.86,24983639.47,8142237.36,246157.92,605392.63,24816682.18,138060315.82,87985956.44,232852.85,0.00,0.00,818993.34,3.37
25121038.31,25121391.06,8156365.88,241752.60,606262.77,24694963.12,137614721.96,88122462.17,228914.70,0.00,0.00,818869.40,3.36
25034100.74,25000510.98,8095299.65,237959.30,605717.10,24510489.82,137007966.87,88585400.61,230304.98,0.00,0.00,818947.69,3.36
24967592.88,24908036.84,8048583.54,235057.39,605299.66,24369366.40,136543794.81,88939551.88,231368.55,0.00,0.00,819007.58,3.36
24901085.01,24815562.70,8001867.44,232155.49,604882.22,24228242.98,136079622.75,89293703.16,232432.12,0.00,0.00,819067.48,3.36
24802444.62,24701361.87,7966474.56,230329.05,604104.61,24178219.05,135917355.76,89543862.71,235046.89,0.00,0.00,819022.02,3.38
24584338.63,24507230.94,7974432.06,232592.61,601982.09,24472776.46,136896973.89,89397231.76,243467.15,0.00,0.00,818579.94,3.38
24412103.02,24353928.13,7980716.00,234380.12,600305.96,24705384.83,137670566.27,89281439.10,250116.54,0.00,0.00,818230.83,3.38
24239867.40,24200625.32,7986999.95,236167.62,598629.84,24937993.19,138444158.66,89165646.44,256765.92,0.00,0.00,817881.73,3.38
24151368.81,24129720.92,8004326.78,238529.43,597361.82,25122936.91,139058151.53,89006325.89,261403.81,0.00,0.00,817746.17,3.37
24477776.82,24461439.29,8066241.43,242699.87,598408.14,25024705.82,138725807.16,88703045.71,255197.60,0.00,0.00,818637.25,3.37
24741851.03,24729809.74,8116332.30,246073.88,599254.65,24945233.82,138456930.26,88457682.64,250176.59,0.00,0.00,819358.17,3.37
25005925.23,24998180.19,8166423.17,249447.90,600101.15,24865761.82,138188053.36,88212319.57,245155.58,0.00,0.00,820079.08,3.37
25643806.09,25566860.33,8133947.82,257374.89,610782.71,25300023.52,138976291.92,87557985.35,249770.46,0.00,0.00,829737.68,3.37
27479787.84,27058010.82,7759572.98,279782.46,657335.00,27696139.31,143876532.87,85561805.85,293698.89,0.00,0.00,872028.58,3.37
28925846.51,28232472.97,7464707.31,297431.14,694000.58,29583371.58,147736067.91,83989571.99,328297.87,0.00,0.00,905337.80,3.37
30371905.18,29406935.12,7169841.64,315079.83,730666.17,31470603.84,151595602.94,82417338.14,362896.85,0.00,0.00,938647.02,3.37
31682301.14,30530823.73,6804995.46,330131.50,762720.15,33113295.71,154399480.29,80475373.62,390447.49,0.00,0.00,963673.65,3.46
32010970.68,31181079.33,6110081.33,328089.81,763518.51,33108252.31,150816684.64,76791981.56,373859.95,0.00,0.00,938078.03,3.46
32288529.07,31730214.20,5523232.75,326365.62,764192.72,33103993.21,147791046.70,73681390.87,359851.93,0.00,0.00,916462.77,3.46
32566087.47,32279349.07,4936384.16,324641.44,764866.93,33099734.11,144765408.76,70570800.18,345843.90,0.00,0.00,894847.51,3.46
32854286.57,32885190.56,4334406.64,323377.56,765412.41,33132552.30,141657984.43,67327739.12,331723.79,0.00,0.00,872373.45,3.39
32847505.09,33163288.68,4408994.26,327723.62,764132.14,33437138.86,142011587.74,67295648.89,335540.32,0.00,0.00,872655.11,3.39
32841679.67,33402179.96,4473066.35,331456.97,763032.36,33698784.18,142315339.32,67268082.81,338818.79,0.00,0.00,872897.06,3.39
32835854.26,33641071.23,4537138.45,335190.31,761932.59,33960429.50,142619090.90,67240516.73,342097.26,0.00,0.00,873139.01,3.39
32853161.46,33893704.74,4603749.96,338479.96,760943.01,34206358.96,142751793.23,67240525.13,344502.39,0.00,0.00,873514.34,3.39
33071177.72,33792857.42,4566172.69,330855.87,763000.60,33813303.14,140891937.17,67520006.13,333364.30,0.00,0.00,874509.44,3.39
33265458.51,33702989.35,4532686.46,324061.81,764834.18,33463039.36,139234563.88,67769059.99,323438.81,0.00,0.00,875396.20,3.39
33459739.31,33613121.29,4499200.24,317267.76,766667.76,33112775.57,137577190.59,68018113.85,313513.33,0.00,0.00,876282.96,3.39
33668965.98,33493626.17,4457824.42,309732.23,769193.88,32717697.30,135889509.85,68421658.52,303807.96,0.00,0.00,878550.57,3.38
33426051.19,33295305.44,4427012.78,315234.09,774444.68,32911223.33,139291214.27,69961373.75,329673.19,0.00,0.00,895396.52,3.38
33196000.72,33107487.41,4397832.86,320444.58,779417.42,33094500.56,142512770.60,71419548.45,354168.64,0.00,0.00,911350.34,3.38
32970844.94,32923665.52,4369273.80,325544.21,784284.35,33273878.28,145665783.18,72846698.16,378142.91,0.00,0.00,926964.71,3.38
32695760.80,32699107.45,4338107.43,331961.19,789646.71,33496102.89,149398098.29,74489275.57,406537.44,0.00,0.00,945291.72,3.42
32727662.95,32725626.01,4408935.36,334581.66,778492.32,33525712.45,146802564.72,72475902.77,387079.24,0.00,0.00,929638.60,3.42
32757785.32,32750665.12,4475811.86,337055.93,767960.23,33553670.11,144351833.86,70574854.41,368706.60,0.00,0.00,914858.75,3.42
32788562.51,32776248.56,4544142.19,339583.98,757199.19,33582235.54,141847826.24,68632478.92,349934.55,0.00,0.00,899757.60,3.42
32833358.01,32813196.38,4627972.11,342616.66,743975.87,33611965.69,138717023.50,66228512.06,326483.06,0.00,0.00,880847.49,3.38
33071512.27,33000689.36,4589179.74,338681.09,749310.91,33402679.70,138002507.12,66568526.78,321835.52,0.00,0.00,875489.14,3.38
33303110.52,33183020.95,4551455.27,334853.87,754499.10,33199155.02,137307660.24,66899181.44,317315.92,0.00,0.00,870278.29,3.38
33534708.77,33365352.54,4513730.80,331026.64,759687.28,32995630.34,136612813.36,67229836.09,312796.31,0.00,0.00,865067.45,3.38
33841828.19,33607140.08,4463704.87,325951.41,766567.26,32725738.92,135691385.97,67668312.91,306802.93,0.00,0.00,858157.41,3.38
33794980.85,33510941.58,4447188.92,324624.59,766484.04,32729233.71,135726119.63,67707499.72,307488.73,0.00,0.00,861104.28,3.38
33630570.08,33199932.07,4400054.24,320910.24,765758.69,32758392.62,135895469.39,67797460.77,309997.98,0.00,0.00,870597.51,3.38
33519869.46,32990523.98,4368317.64,318409.30,765270.30,32778025.82,136009495.53,67858033.10,311687.50,0.00,0.00,876989.48,3.38
33370664.27,32708278.29,4325542.23,315038.47,764612.03,32804487.96,136163182.92,67939674.07,313964.68,0.00,0.00,885604.73,3.38
33293489.61,32698080.28,4324521.93,317399.73,763237.12,32911575.36,136500775.86,67740850.98,315707.61,0.00,0.00,885380.04,3.38
33082036.80,32725399.26,4330315.12,325539.86,759049.01,33242996.63,137530790.73,67097993.31,320713.05,0.00,0.00,882859.53,3.38
32937778.39,32744036.95,4334267.38,331093.26,756191.78,33469100.55,138233492.75,66659419.67,324127.89,0.00,0.00,881139.97,3.38
32746479.19,32768752.15,4339508.42,338457.55,752402.84,33768934.00,139165336.74,66077832.88,328656.27,0.00,0.00,878859.69,3.38
33004060.65,33042587.07,4388298.86,342098.95,755227.46,33866342.58,139638980.98,66348857.45,328693.47,0.00,0.00,881213.55,3.38
33940822.38,33951668.32,4549955.45,351510.57,766143.43,34078974.73,140873076.60,67479220.55,327095.09,0.00,0.00,889976.45,3.38
34598300.46,34589718.52,4663416.17,358116.24,773804.94,34228213.30,141739242.24,68272580.21,325973.26,0.00,0.00,896126.80,3.38
35498759.58,35463569.87,4818808.02,367163.13,784297.88,34432605.25,142925512.58,69359138.00,324436.83,0.00,0.00,904550.11,3.40
35527084.13,35487098.51,4812939.61,365791.24,785152.17,34348566.27,142690342.77,69475490.38,324950.85,0.00,0.00,903125.03,3.40
34836845.31,34801790.91,4651808.03,352385.83,779156.69,33838497.24,140716616.73,68963593.63,328325.29,0.00,0.00,890066.45,3.40
34312142.47,34280836.66,4529319.70,342195.36,774599.07,33450755.11,139216237.98,68574462.11,330890.46,0.00,0.00,880139.64,3.40
33631145.16,33604704.54,4370345.49,328969.44,768683.86,32947515.33,137268937.89,68069419.08,334219.71,0.00,0.00,867255.90,3.38
33454008.26,33447003.81,4354483.10,328706.12,767460.17,32968215.35,137408984.64,67943791.95,336824.73,0.00,0.00,864951.38,3.38
33518637.31,33589496.48,4479441.73,343655.60,769379.09,33669451.08,140380841.21,68016471.73,344004.92,0.00,0.00,870686.05,3.38
33568273.09,33698932.34,4575411.27,355136.95,770852.83,34208007.45,142663258.15,68072290.57,349519.37,0.00,0.00,875090.34,3.38
33636252.54,33848811.90,4706847.82,370861.41,772871.23,34945595.53,145789177.00,68148738.10,357071.79,0.00,0.00,881122.30,3.40
33607884.35,34054103.40,4775767.01,375142.18,771756.52,35234810.93,146969122.42,68059338.67,358556.01,0.00,0.00,883189.20,3.40
33373342.57,34777084.30,4895337.54,371091.76,763531.39,35454190.63,147687001.12,67529365.48,353963.08,0.00,0.00,883602.22,3.40
33189457.45,35343914.79,4989083.06,367916.15,757082.73,35626188.40,148249831.40,67113856.62,350362.14,0.00,0.00,883926.04,3.40
32945609.79,36095581.31,5113397.78,363705.01,748531.25,35854272.40,148996193.28,66562855.75,345586.98,0.00,0.00,884355.45,3.42
32882723.71,36241596.06,5126845.21,359442.36,745611.81,35775578.05,148585598.03,66422633.63,342415.88,0.00,0.00,883543.42,3.42
33072130.20,35403751.21,4931453.90,345845.32,748462.27,34868209.20,144803533.19,66860580.03,335825.54,0.00,0.00,878309.99,3.42
33229209.09,34708908.41,4769411.67,334569.01,750826.22,34115708.65,141666985.26,67223778.43,330360.03,0.00,0.00,873969.79,3.42
33433077.43,33807091.15,4559101.54,319933.79,753894.32,33139058.99,137596146.47,67695163.58,323266.49,0.00,0.00,868336.76,3.38
33487097.41,33368685.19,4459628.99,313541.94,755512.46,32704414.81,135918904.26,67893181.53,321062.92,0.00,0.00,865891.34,3.38
33261679.47,33176109.70,4431223.21,314728.65,756922.93,32735300.85,136849511.89,67808092.84,326973.84,0.00,0.00,866436.18,3.38
33074051.13,33015818.02,4407579.44,315716.42,758096.95,32761009.08,137624110.27,67737268.61,331893.84,0.00,0.00,866889.68,3.38
32821160.76,32799772.72,4375711.75,317047.75,759679.33,32795659.30,138668134.17,67641809.88,338525.15,0.00,0.00,867500.92,3.38
32704457.92,32715371.82,4369549.28,318976.68,760432.12,32842701.56,139157612.96,67549471.18,341204.95,0.00,0.00,868415.23,3.38
32747425.39,32851333.32,4430392.68,327278.88,760309.63,33038270.32,139030097.06,67252420.18,337610.41,0.00,0.00,872413.15,3.38
32783769.95,32966338.00,4481857.81,334301.40,760206.02,33203694.51,138922236.19,67001156.01,334569.92,0.00,0.00,875794.84,3.38
32831965.99,33118844.21,4550105.05,343613.87,760068.63,33423061.38,138779203.30,66667957.86,330537.98,0.00,0.00,880279.26,3.38
32881578.85,33212004.16,4582805.51,348870.55,760835.35,33530479.74,138727765.55,66613579.36,330398.94,0.00,0.00,886510.67,3.38
33072569.02,33296152.48,4547203.02,350488.73,767692.18,33434863.81,138941711.35,67645351.23,347113.73,0.00,0.00,917444.74,3.38
33243766.84,33371580.50,4515290.03,351939.22,773838.44,33349156.58,139133485.91,68570200.39,362096.36,0.00,0.00,945173.11,3.38
33469602.27,33471081.29,4473192.03,353852.62,781946.27,33236095.98,139386465.10,69790214.17,381860.68,0.00,0.00,981750.96,3.38
33643254.07,33550472.17,4446707.41,353914.65,786650.42,33163106.96,139440772.99,70568126.32,391499.50,0.00,0.00,1000826.82,3.38
34075493.03,33767840.46,4421134.82,344407.81,787869.14,33077042.02,138614693.55,71406216.55,377384.31,0.00,0.00,986266.13,3.38
34461476.93,33961947.57,4398298.82,335918.32,788957.44,33000187.12,137877015.11,72154620.47,364779.63,0.00,0.00,973263.62,3.38
34973325.14,34219350.48,4368016.30,324660.52,790400.63,32898270.84,136898789.36,73147069.14,348064.72,0.00,0.00,956021.16,3.43
35257130.29,34357737.73,4352851.97,318082.89,790614.03,32851609.90,136340646.95,73647331.44,337377.55,0.00,0.00,943672.24,3.43
34662099.91,33997976.86,4410763.36,326486.12,780743.74,33107590.54,137258035.07,71795219.75,336994.31,0.00,0.00,924785.77,3.43
34097680.32,33656723.56,4465695.55,334457.06,771381.22,33350402.49,138128229.02,70038388.23,336630.78,0.00,0.00,906870.91,3.43
33365135.75,33213820.35,4536990.53,344802.32,759229.86,33665541.41,139257629.67,67758245.19,336158.97,0.00,0.00,883619.70,3.39
32870844.56,32916260.13,4585117.93,351653.62,751035.44,33875773.41,140006918.84,66196168.40,335562.43,0.00,0.00,867623.89,3.39
33074548.33,33069626.98,4565770.59,345756.89,754527.02,33731811.70,139394160.55,66280476.45,329194.06,0.00,0.00,866920.46,3.39
33269533.55,33216429.71,4547251.32,340112.54,757869.17,33594011.57,138807628.43,66361176.11,323098.26,0.00,0.00,866247.13,3.39
33532339.72,33414294.25,4522290.57,332504.94,762373.80,33408280.97,138017085.12,66469945.21,314882.17,0.00,0.00,865339.60,3.38
33720416.15,33553941.66,4503720.48,326986.66,765591.35,33272721.42,137442999.52,66552885.96,308993.66,0.00,0.00,864740.07,3.38
33637674.24,33356350.37,4462620.13,324262.51,763745.62,33148240.81,137114656.82,66871844.44,310978.19,0.00,0.00,868484.23,3.38
33556127.18,33161612.42,4422113.28,321577.69,761926.56,33025557.79,136791055.59,67186196.95,312934.06,0.00,0.00,872174.32,3.38
33444443.15,32894906.10,4366636.52,317900.66,759435.22,32857535.38,136347862.61,67616723.22,315612.76,0.00,0.00,877228.14,3.38
33362896.09,32700168.16,4326129.68,315215.84,757616.15,32734852.35,136024261.39,67931075.73,317568.63,0.00,0.00,880918.23,3.38
33278920.12,32698565.13,4318649.71,322473.94,758163.44,32853076.45,136436850.04,67677775.17,318837.54,0.00,0.00,886863.59,3.38
33027672.77,32698945.79,4297161.27,344450.25,759863.84,33213154.64,137690680.38,66904911.05,322614.59,0.00,0.00,904707.30,3.38
32804896.17,32699283.31,4278107.84,363936.26,761371.55,33532429.64,138802429.65,66219626.06,325963.64,0.00,0.00,920529.00,3.38
32636900.70,32699537.84,4263739.68,378630.63,762508.52,33773194.38,139640797.95,65702853.77,328489.15,0.00,0.00,932460.12,3.38
32779735.73,32881527.82,4353739.62,381153.89,761331.46,34088116.11,141051249.43,65725340.49,332557.01,0.00,0.00,933964.02,3.38
33293337.80,33472570.99,4650314.23,385005.78,757172.16,35039833.71,145384676.15,65951145.49,345023.20,0.00,0.00,935321.80,3.38
