L1-dcache-loads,L1-dcache-stores,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,r110,r13C,r1A2,r1C2,power
61190706.10,61044547.63,11254122.09,208217.29,24634.54,61298636.42,251150336.47,140832625.08,171873.82,0.00,0.00,1449.12,3.82
61199090.37,61234146.91,11318481.74,225513.75,26682.13,61548713.08,252205801.03,140716791.83,175700.89,0.00,0.00,1266.14,3.82
61240148.71,61367476.36,11352565.30,232346.81,27398.02,61669917.97,252709496.40,140570107.80,177017.36,0.00,0.00,1211.31,3.82
61377841.85,61413568.75,11325097.80,215988.36,25102.62,61519862.67,252045864.06,140290301.13,172643.82,0.00,0.00,1451.70,3.82
61479844.29,61447713.78,11304750.00,203870.09,23402.19,61408702.41,251554248.32,140083021.66,169403.93,0.00,0.00,1629.78,3.82
61584064.18,61482601.09,11283959.86,191488.38,21664.80,61295125.63,251051945.29,139871236.11,166093.60,0.00,0.00,1811.73,3.82
61617813.74,61428022.67,11254255.29,181729.90,20467.70,61167694.11,250519466.97,139851943.57,163934.10,0.00,0.00,1998.66,3.82
61487410.93,61127351.68,11190641.50,174792.53,20166.12,60956120.80,249705098.43,140309243.56,163833.06,0.00,0.00,2270.46,3.82
61388323.14,60898884.01,11142303.97,169521.11,19936.95,60795354.84,249086292.85,140656727.25,163756.29,0.00,0.00,2476.98,3.82
61289235.34,60670416.33,11093966.44,164249.68,19707.79,60634588.89,248467487.27,141004210.94,163679.51,0.00,0.00,2683.51,3.82
61175273.78,60531140.18,11066197.37,162988.35,18826.81,60611641.68,248315380.38,141100062.93,164807.55,0.00,0.00,2700.38,3.83
60962690.94,60552161.53,11077673.68,171554.48,15779.33,60937136.48,249304222.73,140587997.45,169677.92,0.00,0.00,2230.06,3.83
60801462.33,60568104.69,11086377.63,178051.27,13468.03,61184000.60,250054187.71,140199633.04,173371.75,0.00,0.00,1873.35,3.83
60636728.74,60584394.44,11095270.80,184689.30,11106.49,61436231.34,250820456.27,139802825.93,177145.87,0.00,0.00,1508.89,3.83
60600326.86,60661601.08,11114470.56,188992.02,10210.66,61584923.19,251266485.48,139527968.44,178564.08,0.00,0.00,1297.89,3.81
60934014.79,60936751.72,11168607.09,187418.05,13428.54,61463146.17,250872703.39,139548169.62,173364.91,0.00,0.00,1489.98,3.81
61187994.86,61146177.27,11209812.05,186220.05,15877.78,61370457.97,250572983.81,139563545.35,169407.67,0.00,0.00,1636.19,3.81
61441974.94,61355602.82,11251017.01,185022.04,18327.01,61277769.76,250273264.22,139578921.07,165450.42,0.00,0.00,1782.40,3.81
61602174.20,61441806.23,11266431.00,182715.32,20012.65,61163525.29,249908195.04,139696245.31,162763.18,0.00,0.00,1914.41,3.81
61471054.61,61134361.05,11199222.51,176596.99,19359.64,60969102.23,249298419.32,140155761.11,163975.75,0.00,0.00,2011.72,3.81
61367929.68,60892556.88,11146363.34,171784.95,18846.04,60816189.42,248818833.61,140517168.10,164929.43,0.00,0.00,2088.26,3.81
61266998.89,60655897.48,11094628.84,167075.30,18343.38,60666530.07,248349451.85,140870885.59,165862.82,0.00,0.00,2163.17,3.81
61149535.93,60483210.44,11056854.50,163252.63,17506.46,60614405.08,248172372.21,141118382.92,167663.64,0.00,0.00,2203.55,3.82
60958787.43,60515264.33,11063747.74,162089.22,15381.15,60900977.97,249007718.23,141020995.31,172761.31,0.00,0.00,2126.78,3.82
60802408.19,60541542.72,11069398.95,161135.43,13638.77,61135915.85,249692550.72,140941155.09,176940.48,0.00,0.00,2063.85,3.82
60652544.75,60566726.18,11074814.69,160221.39,11969.00,61361064.65,250348848.53,140864641.55,180945.51,0.00,0.00,2003.53,3.82
60031603.42,60520048.00,11090388.85,160679.23,13816.73,60917603.26,251404962.31,139751009.43,185432.26,0.00,0.00,6251.82,3.82
57659372.14,60206194.03,11143727.21,166237.83,28742.45,57988307.05,253947206.37,134781649.08,191708.11,0.00,0.00,26518.51,3.82
55789970.44,59958866.06,11185759.71,170618.20,40504.44,55679918.60,255950584.13,130865618.30,196653.70,0.00,0.00,42489.37,3.82
53920568.73,59711538.09,11227792.21,174998.58,52266.44,53371530.14,257953961.89,126949587.53,201599.29,0.00,0.00,58460.23,3.82
49604388.27,56357375.81,11146873.86,173247.10,60982.60,48709145.09,259266124.12,121075757.01,200833.30,0.00,0.00,68245.47,3.78
35548368.56,40242441.95,10551367.84,145409.25,54967.26,34770603.89,257358354.46,107856392.67,175608.70,0.00,0.00,49577.98,3.78
24236564.59,27273694.28,10072124.96,123006.29,50126.32,23553342.60,255823046.67,97217900.32,155308.81,0.00,0.00,34555.02,3.78
12924760.61,14304946.60,9592882.08,100603.34,45285.38,12336081.31,254287738.89,86579407.98,135008.91,0.00,0.00,19532.06,3.78
2752297.26,2655708.92,9164672.87,80426.34,39157.06,2334696.69,252840142.52,76913369.43,116157.91,0.00,0.00,5837.37,3.64
2533155.87,2473780.25,9169813.30,79833.09,29798.96,2566562.80,252461079.34,76190183.88,112655.18,0.00,0.00,4581.42,3.64
2356000.22,2326707.66,9173968.86,79353.51,22233.80,2754005.22,252154641.62,75605554.89,109823.56,0.00,0.00,3566.09,3.64
2178844.57,2179635.07,9178124.43,78873.92,14668.64,2941447.64,251848203.91,75020925.90,106991.93,0.00,0.00,2550.77,3.64
2067938.28,2093819.67,9191064.09,79430.18,7797.85,3091252.12,251483079.56,74428741.14,103724.92,0.00,0.00,1589.35,3.63
2355044.31,2368284.08,9243988.84,85150.09,7739.26,2974786.01,250979722.42,74070944.88,99690.67,0.00,0.00,1354.73,3.63
2597558.94,2600120.51,9288693.67,89981.63,7689.78,2876408.63,250554543.36,73768719.16,96282.99,0.00,0.00,1156.56,3.63
2834913.69,2827024.24,9332447.33,94710.36,7641.35,2780124.39,250138410.67,73472923.77,92947.81,0.00,0.00,962.61,3.63
3043383.56,3022513.33,9363695.73,98417.26,7993.46,2664343.90,249681161.91,73277204.96,89756.43,0.00,0.00,856.15,3.63
2958946.13,2918484.82,9304103.53,93998.17,10430.40,2507215.34,249266602.81,73775327.39,89336.04,0.00,0.00,1316.95,3.63
2885207.71,2827637.69,9252062.22,90139.02,12558.56,2369996.43,248904572.19,74210333.09,88968.91,0.00,0.00,1719.37,3.63
2814541.72,2740575.86,9202189.30,86440.67,14598.04,2238494.97,248557626.18,74627213.55,88617.08,0.00,0.00,2105.01,3.63
2860698.23,2938646.05,9275461.93,110933.89,19212.84,2673571.10,250901557.16,75272857.65,102499.22,0.00,0.00,2657.39,3.63
3564037.94,4685200.63,10025485.80,285337.48,35976.71,6158621.90,267550446.97,76844475.70,191086.26,0.00,0.00,3831.50,3.63
4154523.42,6151512.16,10655164.75,431757.17,50050.74,9084479.60,281527942.61,78163920.09,265459.09,0.00,0.00,4817.23,3.63
4745008.90,7617823.69,11284843.70,578176.87,64124.77,12010337.29,295505438.26,79483364.49,339831.92,0.00,0.00,5802.95,3.63
5215033.50,8859375.97,11821978.05,701016.21,75717.00,14476955.67,307265445.66,80526941.03,401975.64,0.00,0.00,6601.07,3.75
4366647.21,7280810.83,11172315.28,535313.82,58261.04,11250709.84,291685352.77,78583654.56,316021.27,0.00,0.00,5280.69,3.75
3621877.24,5895041.27,10601998.05,389849.24,42937.03,8418496.47,278008110.06,76877708.34,240564.80,0.00,0.00,4121.56,3.75
2877107.28,4509271.71,10031680.82,244384.66,27613.03,5586283.11,264330867.35,75171762.11,165108.33,0.00,0.00,2962.44,3.75
2177215.43,3134697.90,9471959.53,99909.27,12989.69,2766579.80,250959390.92,73615521.09,90275.35,0.00,0.00,1908.45,3.64
2441368.54,3096848.49,9500221.77,94574.39,16794.29,2613294.97,252015338.51,74563992.90,88315.93,0.00,0.00,2577.92,3.64
2669439.21,3064169.19,9524623.48,89968.23,20079.18,2480948.33,252927047.18,75382906.62,86624.16,0.00,0.00,3155.94,3.64
2902467.94,3030779.46,9549555.66,85261.93,23435.49,2345724.59,253858575.60,76219622.82,84895.62,0.00,0.00,3746.53,3.64
3155664.74,2987534.22,9573866.88,80684.73,27390.85,2208381.25,254965958.22,77114723.80,83344.12,0.00,0.00,4370.45,3.64
3032995.71,2917653.99,9525853.76,89897.02,29498.30,2399891.05,255671270.20,76498103.05,88355.16,0.00,0.00,3836.21,3.64
2920096.95,2853339.52,9481664.76,98375.57,31437.89,2576147.60,256320405.96,75930594.50,92967.08,0.00,0.00,3344.52,3.64
2807198.19,2789025.06,9437475.76,106854.13,33377.48,2752404.16,256969541.71,75363085.96,97579.00,0.00,0.00,2852.83,3.64
2663216.45,2705115.70,9385226.60,117017.38,35360.62,2965438.09,257668165.08,74662019.57,103070.47,0.00,0.00,2247.67,3.64
2526653.26,2593526.41,9405266.59,115645.99,28927.92,2968339.46,256140232.13,74381637.84,101664.75,0.00,0.00,2044.85,3.64
2397719.61,2488171.42,9424186.98,114351.22,22854.60,2971078.72,254697662.11,74116920.54,100337.57,0.00,0.00,1853.36,3.64
2268785.96,2382816.42,9443107.38,113056.45,16781.29,2973817.99,253255092.08,73852203.25,99010.38,0.00,0.00,1661.87,3.64
2178143.41,2305599.49,9947740.98,111388.38,10175.14,2965931.01,251392449.54,76224558.50,97235.29,0.00,0.00,2139.14,3.63
3607144.43,3410929.14,19460540.60,110742.98,31252.26,2741396.33,250590807.46,129785292.39,95281.99,0.00,0.00,16369.61,3.63
4963930.03,4460400.30,28492605.24,110130.19,51264.23,2528208.65,249829676.83,180639302.78,93427.40,0.00,0.00,29880.92,3.63
6320715.62,5509871.46,37524669.89,109517.40,71276.19,2315020.97,249068546.21,231493313.17,91572.81,0.00,0.00,43392.24,3.63
8330142.92,7165780.78,48760723.67,109039.91,96424.66,2432780.47,248229107.17,295692248.33,89458.41,0.00,0.00,60219.34,3.88
19083249.58,19334225.55,39224753.77,120480.82,84891.84,17170500.44,253103444.86,277456273.97,98720.25,0.00,0.00,46665.71,3.88
29552596.31,31181561.55,29940425.20,131619.82,73663.36,31519311.93,257849155.39,259701522.28,107737.69,0.00,0.00,33469.75,3.88
40021943.04,43028897.54,20656096.63,142758.83,62434.88,45868123.42,262594865.91,241946770.59,116755.13,0.00,0.00,20273.79,3.88
53926579.34,58749696.72,8336414.89,157434.67,47455.00,64894200.18,268846890.61,218239171.75,128649.07,0.00,0.00,2767.25,3.87
55518588.10,59224244.91,7977792.66,147914.21,39388.82,64135618.00,264739468.54,203486609.59,122203.10,0.00,0.00,2601.56,3.87
57128064.69,59703999.94,7615235.55,138289.29,31234.14,63368712.51,260586979.01,188572179.37,115686.40,0.00,0.00,2434.06,3.87
58703297.09,60173547.41,7260392.42,128869.16,23252.97,62618124.15,256522840.32,173975077.46,109308.36,0.00,0.00,2270.11,3.87
60792192.24,60796208.19,6789839.58,116377.24,12669.23,61622778.72,251133439.02,154618051.00,100850.52,0.00,0.00,2052.71,3.82
60898694.12,60880975.46,6770592.86,114706.52,13701.71,61505144.65,250687518.30,154641753.10,99004.49,0.00,0.00,2064.11,3.82
61170815.02,61122270.31,6723626.77,109955.94,17072.35,61173411.18,249468402.69,155173257.60,93628.46,0.00,0.00,2103.71,3.82
61352861.79,61283694.69,6692206.83,106777.83,19327.29,60951484.06,248652823.79,155528829.99,90031.94,0.00,0.00,2130.20,3.82
61602186.72,61504775.92,6649175.16,102425.21,22415.57,60647540.38,247535835.30,156015809.57,85106.27,0.00,0.00,2166.49,3.83
61503677.38,61417579.11,6632165.45,100047.62,22084.72,60661729.27,247568176.35,156011693.37,87526.13,0.00,0.00,2131.71,3.83
61193623.66,61143114.48,6582307.49,93007.50,20947.17,60717844.25,247714211.62,155978368.81,95091.27,0.00,0.00,2024.46,3.83
60985585.55,60958955.74,6548854.07,88283.76,20183.91,60755495.96,247812197.55,155956008.89,100167.29,0.00,0.00,1952.50,3.83
60705186.36,60710741.79,6503764.68,81916.98,19155.16,60806243.92,247944265.54,155925871.60,107008.87,0.00,0.00,1855.50,3.82
60716639.63,60722876.36,6533118.58,85802.75,18709.75,60917776.48,248287959.17,155803386.61,107185.91,0.00,0.00,1933.17,3.82
60783593.47,60788337.12,6629237.49,98571.28,17443.21,61258103.02,249339418.60,155426772.13,106968.47,0.00,0.00,2185.00,3.82
60828965.69,60832697.53,6694373.82,107224.05,16584.93,61488730.08,250051954.85,155171554.03,106821.12,0.00,0.00,2355.65,3.82
60889133.19,60891523.29,6780750.26,118698.37,15446.76,61794561.61,250996839.88,154833112.65,106625.72,0.00,0.00,2581.95,3.83
61008235.35,60986860.13,6778297.53,118171.49,19467.41,61768925.07,251476944.23,155009086.09,108238.77,0.00,0.00,3024.59,3.83
61377378.78,61279756.59,6749423.33,113688.01,32698.41,61612070.11,252794448.72,155658249.45,113483.51,0.00,0.00,4395.85,3.83
61631953.86,61481748.92,6729510.61,110596.04,41823.00,61503897.08,253703048.98,156105936.74,117100.48,0.00,0.00,5341.52,3.83
61991679.52,61767172.86,6701373.06,106226.94,54716.45,61351043.88,254986940.65,156738538.34,122211.41,0.00,0.00,6677.79,3.84
61958053.23,61680009.59,6678073.73,103798.67,51873.68,61287066.37,254328868.22,156740031.98,118933.47,0.00,0.00,6351.27,3.84
61795291.91,61357508.45,6607909.87,96706.84,40804.88,61106015.84,252027827.88,156647627.86,107668.99,0.00,0.00,5102.14,3.84
61683442.35,61135885.72,6559693.28,91833.34,33198.40,60981597.95,250446553.31,156584127.77,99928.05,0.00,0.00,4243.73,3.84
61535120.11,60841994.70,6495753.88,85370.64,23111.55,60816609.00,248349645.73,156499921.12,89662.88,0.00,0.00,3105.41,3.83
61450127.72,60813528.26,6493204.65,87591.96,20771.86,60908066.35,248424798.75,156304882.93,89826.94,0.00,0.00,2817.52,3.83
61220249.56,60824854.21,6507824.31,97339.06,16615.00,61272818.18,249433833.36,155684725.85,94086.56,0.00,0.00,2268.84,3.83
61055784.40,60832957.29,6518283.88,104312.57,13640.98,61533777.99,250155741.97,155241037.66,97134.09,0.00,0.00,1876.28,3.83
60842329.63,60843474.07,6531859.06,113363.29,9781.10,61872470.52,251092687.19,154665187.03,101089.39,0.00,0.00,1366.80,3.82
60935733.33,60947746.03,6593534.52,113467.89,10279.46,61903668.39,251058749.91,154290035.92,99565.97,0.00,0.00,1291.32,3.82
61351005.24,61299736.43,6798433.25,109766.07,13715.64,61858475.75,250522391.38,153264962.61,92580.31,0.00,0.00,1261.63,3.82
61644885.83,61548833.81,6943436.45,107146.36,16147.37,61826493.72,250142819.95,152539536.37,87636.68,0.00,0.00,1240.61,3.82
62034597.03,61879158.60,7135723.30,103672.39,19372.05,61784082.77,249639475.22,151577558.09,81081.00,0.00,0.00,1212.74,3.80
62114856.94,61901714.26,7207701.14,101692.35,19790.73,61765436.43,249437723.62,151048730.87,81248.67,0.00,0.00,1389.83,3.80
62164726.69,61781046.23,7348317.90,96716.66,19323.96,61724493.59,249021846.59,149740652.49,85848.22,0.00,0.00,2041.34,3.80
62199896.94,61695946.05,7447486.76,93207.59,18994.78,61695618.97,248728552.60,148818140.52,89092.02,0.00,0.00,2500.81,3.80
62249135.29,61576805.80,7586323.16,88294.89,18533.92,61655194.50,248317941.00,147526623.76,93633.34,0.00,0.00,3144.07,3.79
62206347.21,61566664.29,7615771.44,89623.02,17670.00,61743062.65,248491954.16,147139747.64,95293.29,0.00,0.00,3096.29,3.79
62014806.05,61611152.55,7628909.12,97893.94,14802.48,62094701.92,249415478.85,146601281.63,98290.90,0.00,0.00,2478.15,3.79
61875232.68,61643570.52,7638482.37,103920.84,12712.96,62350936.55,250088438.39,146208908.97,100475.21,0.00,0.00,2027.72,3.79
61687112.06,61687264.31,7651385.44,112044.07,9896.65,62696296.26,250995470.80,145680058.87,103419.29,0.00,0.00,1420.62,3.78
61731791.05,61764768.95,7666847.55,113020.93,10126.34,62721055.07,251054271.48,145573549.65,102192.82,0.00,0.00,1267.19,3.78
62052959.57,62024065.06,7715207.43,110193.96,13265.87,62537141.41,250547602.95,145594558.59,95163.38,0.00,0.00,1172.93,3.78
62289595.03,62215113.22,7750838.76,108111.06,15579.05,62401634.68,250174291.95,145610037.88,89984.12,0.00,0.00,1103.47,3.78
62613682.73,62476766.14,7799638.20,105258.40,18747.12,62216049.39,249663018.18,145631237.78,82890.79,0.00,0.00,1008.35,3.79
62711368.69,62549585.15,7810176.45,105732.40,20980.26,62195511.54,249870909.02,145777019.20,82532.46,0.00,0.00,1080.98,3.79
62819883.03,62614036.43,7810545.75,109884.65,26935.44,62268924.33,251085831.10,146317855.33,86972.11,0.00,0.00,1436.99,3.79
62900057.68,62661655.56,7810818.60,112952.49,31335.36,62323164.57,251983463.16,146717446.27,90252.30,0.00,0.00,1700.03,3.79
63006376.23,62724802.66,7811180.43,117020.72,37170.03,62395091.85,253173801.32,147247338.60,94602.12,0.00,0.00,2048.83,3.80
62927003.75,62657003.85,7798731.88,116019.62,36594.75,62435163.38,253351013.15,147342607.28,96856.07,0.00,0.00,2106.29,3.80
62491840.19,62314659.92,7747795.95,107636.46,28065.90,62521547.68,252807267.69,147167073.36,101392.33,0.00,0.00,1969.38,3.80
62163836.88,62056619.14,7709403.14,101317.68,21637.30,62586659.61,252397421.08,147034765.17,104811.52,0.00,0.00,1866.19,3.80
61721745.46,61708825.06,7657656.31,92801.05,12972.68,62674419.16,251845019.12,146856436.73,109420.00,0.00,0.00,1727.11,3.79
61685391.32,61698630.57,7657878.25,91841.24,10810.53,62673664.99,251593102.21,146733926.48,109918.87,0.00,0.00,1662.26,3.79
62056701.12,62068426.12,7720237.49,97899.11,11969.25,62566313.02,251185499.99,146428506.86,106554.32,0.00,0.00,1553.63,3.79
62340039.59,62350609.11,7767822.48,102521.73,12853.45,62484395.04,250874467.55,146195447.76,103986.90,0.00,0.00,1470.74,3.79
62721930.58,62730942.70,7831958.76,108752.23,14045.19,62373983.87,250455249.91,145881324.62,100526.47,0.00,0.00,1359.01,3.79
62648642.75,62572217.12,8138182.67,125440.05,47164.01,62087319.75,252593097.52,145711681.78,106548.22,0.00,0.00,21752.64,3.79
61802229.76,61346405.66,9418413.30,191488.34,193433.45,60957339.05,262709384.64,145381181.48,138142.06,0.00,0.00,112970.65,3.79
61159340.87,60415346.49,10390806.28,241655.00,304531.69,60099067.67,270393161.61,145130151.57,162139.01,0.00,0.00,182254.86,3.79
60306814.30,59180681.06,11680283.94,308180.35,451857.61,58960925.19,280582518.03,144797264.09,193961.05,0.00,0.00,274131.74,3.94
58928607.50,57754595.97,12243569.42,325370.29,549874.76,57652571.72,283471164.55,146204219.04,212450.49,0.00,0.00,391512.37,3.94
53914370.89,53104261.92,12856513.41,302596.94,774151.83,53394401.41,281155034.42,153159623.81,248603.58,0.00,0.00,789159.55,3.94
49994363.79,49468744.91,13335697.98,284793.28,949486.13,50065468.38,279344340.72,158597188.53,276867.17,0.00,0.00,1100030.35,3.94
44625658.41,44489667.26,13991972.49,260410.02,1189617.90,45506277.49,276864477.62,166044288.04,315576.01,0.00,0.00,1525788.18,3.89
43198372.20,43192257.85,14281736.95,255709.98,1269509.07,44087806.57,275213990.31,168263940.12,323840.23,0.00,0.00,1663532.15,3.89
44835990.33,44833584.66,14618949.80,271455.36,1271080.24,44516446.71,271350222.69,167110186.61,302586.32,0.00,0.00,1648118.32,3.89
46122277.27,46122784.62,14883817.70,283822.76,1272314.33,44853127.29,268315379.77,166203956.99,285892.18,0.00,0.00,1636011.34,3.89
47828005.60,47832375.87,15235055.58,300223.01,1273950.85,45299595.02,264290914.16,165002217.71,263754.30,0.00,0.00,1619956.44,3.88
48207837.51,48205855.17,15302660.70,303271.57,1271971.16,45317336.27,261990335.73,164455367.03,255114.50,0.00,0.00,1613584.03,3.88
46813253.35,46771519.94,14961671.91,286801.42,1258740.80,44537930.25,258155688.87,164021188.29,254391.54,0.00,0.00,1612518.79,3.88
45669214.44,45594871.46,14681943.77,273290.22,1247887.35,43898549.10,255009958.85,163665012.32,253798.47,0.00,0.00,1611644.93,3.88
44184397.98,44067731.95,14318892.35,255754.42,1233800.95,43068713.99,250927202.88,163202741.38,253028.74,0.00,0.00,1610510.76,3.86
43973508.20,43886400.65,14293260.79,263919.25,1234816.59,43056888.78,251063080.69,163595921.07,256913.71,0.00,0.00,1610436.64,3.86
46101034.33,46265546.41,14952697.17,346255.62,1271195.35,44815244.46,260756033.71,166721824.19,279462.34,0.00,0.00,1612528.63,3.86
47832306.26,48201573.54,15489312.77,413256.75,1300798.53,46246104.37,268643663.04,169265524.26,297811.26,0.00,0.00,1614230.98,3.86
50165759.73,50811001.40,16212577.26,503562.62,1340698.46,48174654.69,279274815.63,172693989.56,322542.42,0.00,0.00,1616525.46,3.95
50980659.42,51754455.97,16464846.76,532686.62,1350866.97,48865452.36,283025904.38,173671011.91,332369.99,0.00,0.00,1616291.42,3.95
49931478.81,50765357.27,16137860.66,478271.86,1311375.18,48097342.86,278465800.38,170868716.24,328065.93,0.00,0.00,1609334.15,3.95
49046788.58,49931329.32,15862139.39,432388.25,1278074.91,47449657.46,274620628.84,168505764.10,324436.65,0.00,0.00,1603467.64,3.95
47898573.62,48848867.52,15504288.39,372837.17,1234855.41,46609044.50,269630087.06,165438953.86,319726.32,0.00,0.00,1595853.66,3.90
47334514.09,48270722.47,15337196.09,344821.25,1215804.37,46208505.37,267192799.18,164345469.11,317766.19,0.00,0.00,1594911.83,3.90
47114555.80,47763584.53,15324879.06,341417.12,1221616.57,46127680.86,266329269.93,166427537.08,319150.40,0.00,0.00,1611538.84,3.90
46924591.63,47325601.32,15314241.61,338477.19,1226636.20,46057877.80,265583493.92,168225688.48,320345.85,0.00,0.00,1625898.54,3.90
46674000.61,46747836.24,15300209.24,334598.97,1233257.84,45965797.16,264599704.30,170597717.98,321922.83,0.00,0.00,1644841.12,3.88
46478227.36,46367319.20,15278971.12,331843.35,1235805.51,45881085.49,263836394.17,171858272.91,323191.26,0.00,0.00,1654843.75,3.88
45967064.87,45890477.85,15148593.75,326647.89,1223313.40,45566759.67,261881836.15,170828641.64,326768.75,0.00,0.00,1645988.28,3.88
45507521.03,45461789.29,15031382.26,321977.08,1212082.77,45284175.38,260124654.95,169902985.46,329984.96,0.00,0.00,1638027.06,3.88
44878145.77,44874672.34,14870853.48,315580.10,1196701.70,44897157.75,257718080.70,168635238.96,334389.78,0.00,0.00,1627123.66,3.86
44519505.40,44540390.19,14785755.93,312582.06,1187775.29,44692983.42,256394964.86,167873370.02,336582.90,0.00,0.00,1620775.51,3.86
44547925.09,44569781.79,14859094.54,319577.75,1186793.77,44880020.24,257003502.86,167521668.80,333099.84,0.00,0.00,1619868.79,3.86
44573602.37,44596337.19,14925356.23,325898.38,1185906.97,45049008.63,257553318.99,167203905.55,329952.88,0.00,0.00,1619049.57,3.86
44607652.68,44631551.97,15013224.98,334280.08,1184731.00,45273101.93,258282422.99,166782523.86,325779.74,0.00,0.00,1617963.22,3.87
44645722.91,44666870.46,15065717.78,339249.95,1184154.11,45396807.21,258684026.25,166552477.32,322881.94,0.00,0.00,1617418.49,3.87
44839933.13,44820006.11,15028365.47,335247.23,1186132.89,45181857.72,257974302.62,166986881.60,319891.44,0.00,0.00,1619107.55,3.87
45025542.74,44966360.13,14992667.31,331421.77,1188024.04,44976427.29,257296009.20,167402048.22,317033.36,0.00,0.00,1620721.80,3.87
45266440.30,45156308.96,14946335.67,326456.81,1190478.52,44709804.82,256415670.93,167940881.51,313323.95,0.00,0.00,1622816.90,3.86
45411682.17,45270763.08,14913953.97,323112.76,1192080.23,44536569.21,255846070.88,168289516.54,311334.22,0.00,0.00,1624111.92,3.86
45191577.18,45096047.45,14882204.93,321809.53,1191867.52,44572235.71,256003678.94,168192997.27,318833.55,0.00,0.00,1622728.08,3.86
44984686.02,44931820.72,14852361.92,320584.54,1191667.57,44605760.99,256151825.13,168102272.46,325882.66,0.00,0.00,1621427.31,3.86
44705832.72,44710471.66,14812138.73,318933.47,1191398.09,44650947.25,256351500.43,167979991.20,335383.64,0.00,0.00,1619674.10,3.86
44705275.39,44763504.40,14723293.14,319838.01,1193895.69,44834097.40,256662567.10,167517124.92,342853.71,0.00,0.00,1619090.94,3.86
48854296.35,49244516.75,13350448.58,364565.72,1253384.66,48227216.36,260591009.33,159062508.06,366965.46,0.00,0.00,1632303.43,3.86
52816493.93,53523756.70,12039420.90,407279.41,1310194.94,51467548.92,264342560.45,150988588.27,389991.50,0.00,0.00,1644920.99,3.86
58156847.20,59291427.94,10272383.58,464850.03,1386765.32,55834953.67,269398998.93,140106348.56,421026.59,0.00,0.00,1661927.26,3.94
61869377.26,63290787.88,9030460.83,504595.80,1440499.86,58890647.41,272797749.83,132439900.78,442430.53,0.00,0.00,1674165.08,3.94
61677515.03,62740854.44,8641690.68,493271.03,1454625.82,59388119.08,268718194.84,129439307.83,435583.69,0.00,0.00,1687461.27,3.94
61491382.55,62207344.12,8264530.71,482284.47,1468329.94,59870734.33,264760471.03,126528324.11,428941.32,0.00,0.00,1700360.38,3.94
61240508.33,61488265.01,7756184.65,467476.49,1486800.70,60521215.76,259426147.63,122604824.31,419988.57,0.00,0.00,1717746.15,3.88
61059089.59,60968739.12,7388818.37,456828.62,1500064.84,60997552.47,255628309.67,119797477.57,413858.38,0.00,0.00,1730385.69,3.88
61038765.78,60946335.53,7365979.06,460207.44,1494525.52,61500291.25,259713439.04,121744956.19,439177.57,0.00,0.00,1736874.37,3.88
61018710.39,60924227.80,7343441.39,463541.64,1489059.35,61996390.57,263744617.76,123666715.24,464162.38,0.00,0.00,1743277.36,3.88
60991679.20,60894430.44,7313064.52,468035.56,1481691.91,62665046.16,269177945.58,126256912.22,497837.56,0.00,0.00,1751907.47,3.92
60972634.15,60873682.90,7290831.02,471435.49,1476199.13,63164029.26,273216129.04,128184243.52,522934.80,0.00,0.00,1758275.08,3.92
61130122.76,61080857.12,7354583.64,477086.67,1477987.05,63065578.32,270178332.71,127040217.91,513508.28,0.00,0.00,1747115.51,3.92
61293403.34,61295650.58,7420680.90,482945.69,1479840.73,62963506.66,267028815.33,125854118.46,503735.09,0.00,0.00,1735545.53,3.92
61505320.68,61574425.08,7506466.70,490549.96,1482246.56,62831030.67,262941143.84,124314712.79,491050.72,0.00,0.00,1720529.17,3.90
61665127.20,61784648.47,7571157.63,496284.32,1484060.80,62731130.74,259858637.47,123153849.50,481485.47,0.00,0.00,1709205.36,3.90
61828537.68,61915334.32,7583190.22,494526.79,1487712.42,62692286.69,259734312.07,123103252.33,478333.27,0.00,0.00,1707371.32,3.90
62312457.01,62291799.73,7612052.59,488368.60,1498750.96,62585175.53,259744932.89,123095595.79,469827.77,0.00,0.00,1703159.26,3.90
62753374.92,62634812.15,7638350.24,482757.63,1508808.61,62487582.35,259754609.93,123088619.62,462078.08,0.00,0.00,1699321.49,3.90
63080507.57,62889305.25,7657861.39,478594.65,1516270.74,62415174.50,259761789.68,123083443.75,456328.30,0.00,0.00,1696474.11,3.90
63023335.78,62772418.99,7641356.82,477342.24,1514216.25,62343556.30,259409102.76,123220419.95,457773.78,0.00,0.00,1696990.63,3.90
62766015.94,62343411.48,7584628.23,474359.81,1505975.34,62134196.69,258292873.57,123654499.33,463688.90,0.00,0.00,1699290.04,3.90
62532765.69,61954533.17,7533206.02,471656.36,1498505.29,61944420.49,257281056.03,124047975.08,469050.72,0.00,0.00,1701374.37,3.90
62356872.06,61661280.67,7494428.61,469617.69,1492872.13,61801310.58,256518046.08,124344694.51,473094.06,0.00,0.00,1702946.16,3.90
62550034.18,61952818.93,7494396.24,471827.08,1496014.97,61877255.86,256819469.05,124865119.78,476929.11,0.00,0.00,1708958.01,3.90
63273854.51,63057402.09,7511215.86,480117.84,1509001.64,62194123.52,258162232.95,126478856.68,488010.29,0.00,0.00,1728409.76,3.90
